_id	event1_id	event2_id	Precedence	Succession	Synchronous	Reason	Result	Condition	Contrast	Concession	Conjunction	Instantiation	Restatement	ChosenAlternative	Alternative	Exception	Co_Occurrence
26790deeb8d3d781bc2967a320f78aeedec12b03	d43bf50f01e5c0bf6b3a516d3172f3074afd5f49	70f3ad0ec5720773f41480cc5e2ecbae71181a9e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
3c8f46c5b2cb662581013864397dc4af2f62f480	4aa2623276d0f6650492873ee13d291778485ddf	70f3ad0ec5720773f41480cc5e2ecbae71181a9e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
2062b92862e9f8076fb22fcf0e845ca55ece9e05	8e3943cb4c78d791da93b2b67e0c3c25ee6de84d	70f3ad0ec5720773f41480cc5e2ecbae71181a9e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
9447e1fde6a3ad0acf68b859a41af19fc5a50d9d	48a434dc883611c29f71a44cb26e7a14a8c5c563	70f3ad0ec5720773f41480cc5e2ecbae71181a9e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
681289da4e7876eef841c3dfe119c64b8c30fce3	da23961e73cacba63b594c22c8128467b563bfae	70f3ad0ec5720773f41480cc5e2ecbae71181a9e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
a43e354f4507a0bbf6cf92467c9a6ca39001ef86	fb64a7020b1d81143f46072ce54bbc1a957ee614	70f3ad0ec5720773f41480cc5e2ecbae71181a9e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
e79957c67dddd340c1a7ea0aa2b299ea34e0bff4	40b176cf154b903d79f8bff1eb773c4b748d42f1	70f3ad0ec5720773f41480cc5e2ecbae71181a9e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
5eeda119983b65e1a8fc6723e4249d6c1c8206e6	b9645cdad3b20b03616ddb706f3d396c6f685a8c	70f3ad0ec5720773f41480cc5e2ecbae71181a9e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
ddc0615c403095a8b43ddefbec77e6fb6a37c47b	8c6c0d6f9cb88f06e9f54c46c13a6c2ad257a954	70f3ad0ec5720773f41480cc5e2ecbae71181a9e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
fbd3db9f1ca8ae99a49caae53c5b005b8173b72e	9fd35306b321a077972748dd759feb7efbff3474	70f3ad0ec5720773f41480cc5e2ecbae71181a9e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
d002ee9e654c8356dd213279dc2631ec49f83939	159bc017064b37326df2e59e642e54f49aeffc90	70f3ad0ec5720773f41480cc5e2ecbae71181a9e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
80dc7549741ed9c3d4acefb78a1f0b480084a7fa	2beb36534a5b07e80bf4f35df44ea0022c82e8cf	70f3ad0ec5720773f41480cc5e2ecbae71181a9e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
e9434111cd75c04d9654e810762ce7af28959565	70902f23394a5f6e1a7d018d18bc3c5942b5f388	9a4f7f14fcc77d2e9a2d3a31a263018dedc44a70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
b7a307ce5c9d0f0e42616925572e8f272d0e6a41	8c3c149e6b0d728a03c45beb54892a1cc9a86f7a	70902f23394a5f6e1a7d018d18bc3c5942b5f388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
ca1b91e55667d2a6a1036f3a7d56e23b012d047b	87cb576c3a745ee74774af6755d459413388028a	70902f23394a5f6e1a7d018d18bc3c5942b5f388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1568b66debf868f7d5360ca3e04253ddb170e84a	ced6b047deb33898010f459e663bcc5d05233993	784c75e9a58aa1cb2012bac1b7778ee789520ab2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
ced5a21f0784376e6b339b349cb251372ee13f65	9fd35306b321a077972748dd759feb7efbff3474	a24fe2df3ad1e7a518f1941e842294e617f26653	0.0	0.0	0.0	0.0	1.9996479749679563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
ce15e3fe3aa4551bfc2bc9657943594092aa971a	9fd35306b321a077972748dd759feb7efbff3474	106d1bd487dda96960c67e99d086014a874b02cc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.977776765823364	0.0	0.0	0.0	0.0	0.0	4.0
86192eb7faf186661790038f7ec1872af6889e6d	9fd35306b321a077972748dd759feb7efbff3474	108dc0d137aee08b122a26c94e182b0658afdb86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
5132334b5f5c82829dfabb6b0d5a6f30582eb1ff	9fd35306b321a077972748dd759feb7efbff3474	ea9d85c1709aaa999a917ed649726272275a44ac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
305bea96fb5f478202c6dd5b7ce2fd7f86e837df	9fd35306b321a077972748dd759feb7efbff3474	eb7f00565f8c5451a3d90111f610616a524bc161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
401b2b1b61d096ea11ce7ea27dcda0669bd4be69	9fd35306b321a077972748dd759feb7efbff3474	d3700955b624477c51c33fe7ab6695e0a1fc4be1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
907e428730629f8ef89539a81f5e5eff9f880c4a	e60eccdeb7b3e7a3fcf3948a06491bf9563cff7b	9fd35306b321a077972748dd759feb7efbff3474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999669313430786	0.0	0.0	0.0	0.0	0.0	4.0
e23da96283e9e57f424d6adeb7674f7ff584d3b1	003b849810603223937250b52e790dc37ea24d71	9fd35306b321a077972748dd759feb7efbff3474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999654293060304	0.0	0.0	0.0	0.0	0.0	2.0
d1938bc22717cd3f336437e70f5b7fcce7afd9fb	bbe1c2c1575a45ecc3e5df87ee770d85f011636c	9fd35306b321a077972748dd759feb7efbff3474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
cd60b7124913abb43018cea45c043452b3ffdd21	83d6bfb3857122b0db67bdea299bd02671156296	9fd35306b321a077972748dd759feb7efbff3474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
b5feeda07d24b91f8e8ec9b0c5f966879ddee9ac	a98f10d499bc3284c2e418660a7b72e7b94b2641	9fd35306b321a077972748dd759feb7efbff3474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
dcb3d9499814af9edfdd21199a1e98186cec6f44	de1a1f9eba883133b405fcdcb6906c7b46bd7bef	9464c34f9dd077412ab87da478c0ed8495dfc2f9	0.0	0.0	0.0	0.0	0.9997047781944276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
e0516174dae711c98154d3fc2b54869db9314690	de1a1f9eba883133b405fcdcb6906c7b46bd7bef	5bf51c0b97d710ba4e59f0b62982d9c0cbbeabbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
c8199ba1ea69b1ef136f28cb291a5c73e48698b4	69a444dcfb798eee964a49df10ffdfb4d6aa965f	de1a1f9eba883133b405fcdcb6906c7b46bd7bef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
a2d2acd5591fc6fa3cda850c46943233d1d6943c	024b56bbea69a824c1d46c64055472ba351b1f09	de1a1f9eba883133b405fcdcb6906c7b46bd7bef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
11b77780f1b24de69dccff622856c5b6dae2616d	290da74644f4d50921f5a9b058309cc2b16f3c9a	de1a1f9eba883133b405fcdcb6906c7b46bd7bef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
b3d848bec8072003e6273797f1016c6110f42b8b	3796bdf61c7f79810076a8c674c4e940cf23f698	de1a1f9eba883133b405fcdcb6906c7b46bd7bef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
1763809606da47e8977eda31e9780b5bb5c219f5	d3700955b624477c51c33fe7ab6695e0a1fc4be1	0485dfd8ce929a06ac46bb1f5ec9d6be0903a959	0.0	0.0	0.0	0.0	0.0	0.0	0.9999624490737916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
4660e100e0621367d43ad23746d2a59939852ab5	840bb695dc13505d5ded4c053d546ee68af06efa	c1c1b9e576b543fc20ba1741963656f3c89acea7	0.9930267333984376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
dfdbcb747241a28e3da707f9fa2aa40a4a7ebb1d	840bb695dc13505d5ded4c053d546ee68af06efa	34ffb0786f81bff7dc68d38d800145c8c8792a49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
0a339b32fccaceabc3260984a660870f63fe5d9a	840bb695dc13505d5ded4c053d546ee68af06efa	51dd9e0a1005df26383a74476b66e78aa838b7df	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
639231133129ea8ab808286a33602435f00095aa	840bb695dc13505d5ded4c053d546ee68af06efa	053f683398d459fbd75b26f34076b3801a09e717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
d88bc9992e010814939b7c31a6906c9c5b74731c	80777212de431941e321a9d0d52d577cdf558870	840bb695dc13505d5ded4c053d546ee68af06efa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
d2eefe6fedea184bf128d8256e908672743c7b4c	cc4ef6547d8be5ffa6aaa25185387ded1d3d0256	840bb695dc13505d5ded4c053d546ee68af06efa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9998936653137207	0.0	0.0	0.0	0.0	0.0	3.0
2a942a4ff51b07c12ffbe6dd01e03db165f0a480	68494da59831584b4742e07d0d8c3b03b75ee209	840bb695dc13505d5ded4c053d546ee68af06efa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
74d39a886ea360b867c02d70b6881d29c6b4096e	ff354d45869f73ed143fad1f0c37be50aec89f14	840bb695dc13505d5ded4c053d546ee68af06efa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
bd7021943de61471b41a6b41c28bc0338dc2846b	166ffb5721069ee619430326de17e9d38257c90c	840bb695dc13505d5ded4c053d546ee68af06efa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
ee629fdebb9fcaf2b42b42c5b0d52ac019382413	2f3e97fdb4f5b26af5aaec376766231d90470cec	089a57c673da7c0f00dc2f249099ccb6a2521e0f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
aa954a32bb02c5bfaa9fb004ef8139524b66206c	a78d12d854af9594db824cfc4ea0a48ffe357e0f	f7f7f2a5a8e3e98193d41791537a447e54ab1d09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0
d12a60d8241c84ad270f5533e0ceb45059fe15b0	9966240c3f92fb44163d527a7085eb56526dc756	f7f7f2a5a8e3e98193d41791537a447e54ab1d09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
1d7ce8cd47711b3551be0a93a84bc701436acd5e	2f83b5ec7791dfbca9696dd07d96cac1fa1a7951	f7f7f2a5a8e3e98193d41791537a447e54ab1d09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
bb69cecb99193667318c0df5b37c09a2461e0725	3edfd29152012a19cf862f2e13edf82d62cbcf9f	3c15ed3b389166f2d276168656f71ecfec511819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
789f3606a98ada25d6594f8827314ea2d89a1b36	bc8eebedf803902aaefb360c3759d926d26591dc	bc8eebedf803902aaefb360c3759d926d26591dc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999898195266724	0.0	0.0	0.0	0.0	0.0	5.0
854e60ce273fb686e6c72e47f69a3c252d145594	bc8eebedf803902aaefb360c3759d926d26591dc	03ea924decc3538c63196bd7858bd088f8a4fc98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
dce142dd430b3a541d4c9b948541e390776d4f4d	bc8eebedf803902aaefb360c3759d926d26591dc	0f4a5a79a175cd3a3bb366f01a8103b89fcd92f2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
4dd08d2d843a94be51f3cd1fcd2b9b05e2ef1bef	bc8eebedf803902aaefb360c3759d926d26591dc	2169aa388f9483901127f673baf70ee0f87b1803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
173a72e24b5443459d04d48cf960f959715b4427	bc8eebedf803902aaefb360c3759d926d26591dc	0d8fda7872d17c5fa5f5511a14771e8475f73f84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
da4fd305c7b086b7071fe50fb4d7975095b47aa1	bc8eebedf803902aaefb360c3759d926d26591dc	3f96202fd01312dbe8e42fb9c72fccf38ea7e21e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
6dcae66fb38799a137505955fb8da598826295c5	bc8eebedf803902aaefb360c3759d926d26591dc	fb64a7020b1d81143f46072ce54bbc1a957ee614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
aa8b2bf3b3fe1e220b5b1442295f8a87904df84c	01e0d429fb37c18eb5dd7d504120ef93a2ef4016	bc8eebedf803902aaefb360c3759d926d26591dc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9961177110671996	0.0	0.0	0.0	0.0	0.0	4.0
b8560e347cf6e12dd1942d01dfaaa92d1c556e3d	8ede6993d0d884c26d067f6a61794142d68b4e5a	bc8eebedf803902aaefb360c3759d926d26591dc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
59cc3db8a0158ac7395cd76dc740492d198511f4	f2bd4c8752fd151111930df31d5084a35b9ff428	bc8eebedf803902aaefb360c3759d926d26591dc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
7c836cecc89fa10c3cdd42909990afba512d687c	eb3001875bba5794187d755d3e97e3320966bbea	bc8eebedf803902aaefb360c3759d926d26591dc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
b7ed1170431c541f030f8dee033e622f5086d213	45f76e5a23a80bccfd192c9843396e1eae551105	bc8eebedf803902aaefb360c3759d926d26591dc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
7494e708d1d75cd5843197cf994db3d24dbfdb25	fe87c0c8aff43d1618471ca5f8e7ce33ee32a8a0	bc8eebedf803902aaefb360c3759d926d26591dc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
373898e672efbe2a9aee4e91d7384ebf5b49535d	e9e94641052742af211e5baccb11ac727d56fc66	1c903444c69401a406564e352e90cb13b5eb70c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
83b86cf29d670bbed4fecac020b8b7e7c86569c3	e9e94641052742af211e5baccb11ac727d56fc66	7ab1d6d347c33245751a1e6b1f75f8300de2f3c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
897f6136359d34d66db9b3aa6d10fd8619f07166	e9e94641052742af211e5baccb11ac727d56fc66	165360f0a7a3e198ca8c572de4fa27414a5edeb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
76ca692e0d93a1345dd0fab19d8221d967f5376e	e9e94641052742af211e5baccb11ac727d56fc66	bb7b1901d99e8b26bb91d2debdb7d7f24b3158cf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
79b4e7abcf5b1ba613495e0c2713f9a28a69ffd8	13968aa02b0aba0cf0b6dead31e1515883f07e8a	6a3f922c522efd5f173b33a59d9527e401a3713e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
fae0883fb5439d5f1bba52a2a954e49a59bf5aa7	046c0c33099759d4731835b392604e741dccf837	6a3f922c522efd5f173b33a59d9527e401a3713e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
dd277ae952a61715e64bf114b03929ba0d273275	e9dccbec20864cd4e837602ad47d95f237d5c49c	5495dcbaeb5ae85be61abe6200ab590f76bb3ca8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
a32641826c951bb87f0076475af594a4363d3f4e	deef321305d9dbc306d9d69e15c1f91ebef5e3e8	e9dccbec20864cd4e837602ad47d95f237d5c49c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
96f89c6922bcbd693a021281a59abc2709c79ee9	d7bcf74021719e60661d04637c78129d4ac173ec	4e431da787a3d858b8c5c4c4284d01f8c2d395dd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
016e7e4f8b7318d06605c724ead4e1ca1c65b8fd	f56068db9ef65a0f7ee258527d084a80c82aaacf	571878b76754979e21c70199c727a10c0530999a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
b0053ed43ae35ced72917780989d0f9763015561	6339ed9d7ad30d4627aa124bcd5815aa739d033a	f56068db9ef65a0f7ee258527d084a80c82aaacf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9999434947967532	0.0	0.0	0.0	0.0	0.0	2.0
acc5a7b1ff3f9e93944b420681ca7152dcc3826f	d1c39ba92576da97b8d712124a69560349f75f3f	b3ab0cad98fa75fc83e00fd174096959493e20d6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0
d92e329f228b3c2c507916f3936b97b0c733fc87	62bc54bb2793eac44c1bfc6d1ea012bcc74febd5	9db0e32c62af071f5b562626d9579e865b858bdb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
de313e50b30d0c90a4f320405217dcec18b14cab	62bc54bb2793eac44c1bfc6d1ea012bcc74febd5	62bc54bb2793eac44c1bfc6d1ea012bcc74febd5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
13ada6d6ed5ac4d4fb21bf1391fb18ffc2e5fb9f	546b93593fc69ef769fe532ed0c944d71debf1f9	62bc54bb2793eac44c1bfc6d1ea012bcc74febd5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.997121274471283	0.0	0.0	0.0	0.0	0.0	3.0
8375684b400eba0c46d78d11ebf6a6ae333d09ad	3e92f7694ce2ec3776ff9ad9c4450851522b6d61	62bc54bb2793eac44c1bfc6d1ea012bcc74febd5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
